Attack 9 10	
confessed O VBD O
to O TO O
shooting O VBG B-Die-T
her B-Individual PRP$ O
daughter B-Individual NN B-Victim
7 O CD O
, O , O
while O IN O
the O DT O
7 O CD O
-year-old O JJ O
girl B-Individual NN O
lay O VBD O
sleeping O VBG O

End-Position 5 6	Person 8 9	
people B-Group NNS O
in O IN O
baghdad B-Population-Center NN O
celebrate O VBP O
the O DT O
fall O NN B-End-Position-T
of O IN O
a O DT O
leader B-Individual NN B-Person
whose B-Individual WP$ O
fate O NN O
is O VBZ O
unknown O JJ O
tonight B-Time NN O

Die 19 20	Victim 16 18	
we B-Group PRP O
'll O MD O
be O VB O
talking O VBG O
with O IN O
an O DT O
expert B-Individual NN O
on O IN O
saddam B-Individual NN O
hussein I-Individual NN O
, O , O
author B-Individual NN O
andrew B-Individual NN O
coburn I-Individual NN O
about O IN O
whether O IN O
saddam B-Individual NN B-Victim
hussein I-Individual NN I-Victim
is O VBZ O
dead O JJ B-Die-T
or O CC O
alive O JJ O
and O CC O
where B-Region-General WRB O
in O IN O
the O DT O
world B-Celestial NN O
is O VBZ O
he B-Individual PRP O

Attack 2 3	Target 0 1	Attacker 4 5	Instrument 5 6	Instrument 7 8	
it B-Water PRP B-Target
was O VBD O
hit O VBN B-Attack-T
by O IN O
coalition B-Nation NN B-Attacker
bombs B-Exploding NNS B-Instrument
and O CC O
missiles B-Projectile NNS B-Instrument
and O CC O
then O RB O
burned O VBN O
and O CC O
looted O VBN O
by O IN O
iraqis B-Group NNS O

Attack 11 12	Attacker 7 8	Target 13 16	
the O DT O
associated B-Media JJ O
press I-Media NN O
is O VBZ O
reporting O VBG O
that O IN O
u.s. O JJ O
troops B-Group NNS B-Attacker
have O VBP O
launched O VBN O
an O DT O
attack O NN B-Attack-T
on O IN O
saddam B-Airport JJ B-Target
international I-Airport JJ I-Target
airport I-Airport NN I-Target

Attack 20 21	Place 16 17	Place 18 19	Instrument 23 24	
there O EX O
is O VBZ O
strong O JJ O
speculation O NN O
that O IN O
saddam B-Individual NN O
hussein I-Individual NN O
may O MD O
be O VB O
his B-Individual PRP$ O
two O CD O
sons B-Group NNS O
were O VBD O
inside O IN O
of O IN O
that O DT O
building B-Building-Grounds NN B-Place
when O WRB O
it B-Building-Grounds PRP B-Place
was O VBD O
hit O VBN B-Attack-T
by O IN O
coalition B-Nation NN O
bombs B-Exploding NNS B-Instrument
, O , O
or O CC O
may O MD O
have O VB O
left O VBN O
prior O RB O
to O TO O
the O DT O
bombing O NN O
taking O VBG O
place O NN O

Attack 32 33	Target 16 17	Attacker 22 23	Instrument 23 24	
there O EX O
is O VBZ O
strong O JJ O
speculation O NN O
that O IN O
saddam B-Individual NN O
hussein I-Individual NN O
may O MD O
be O VB O
his B-Individual PRP$ O
two O CD O
sons B-Group NNS O
were O VBD O
inside O IN O
of O IN O
that O DT O
building B-Building-Grounds NN B-Target
when O WRB O
it B-Building-Grounds PRP O
was O VBD O
hit O VBN O
by O IN O
coalition B-Nation NN B-Attacker
bombs B-Exploding NNS B-Instrument
, O , O
or O CC O
may O MD O
have O VB O
left O VBN O
prior O RB O
to O TO O
the O DT O
bombing O NN B-Attack-T
taking O VBG O
place O NN O

Attack 6 7	Instrument 2 3	Place 5 6	Time-Within 7 14	
also O RB O
that O IN O
bomb B-Exploding NN B-Instrument
site O NN O
in O IN O
baghdad B-Population-Center NN B-Place
hit O VBD B-Attack-T
about B-Time IN B-Time-Within
a I-Time DT I-Time-Within
week I-Time NN I-Time-Within
and I-Time CC I-Time-Within
a I-Time DT I-Time-Within
half I-Time NN I-Time-Within
ago I-Time RB I-Time-Within
, O , O
the O DT O
mansour B-Region-General NN O
district I-Region-General NN O

Transport 28 29	Artifact 5 7	Artifact 11 12	Origin 16 17	Origin 18 19	
there O EX O
is O VBZ O
strong O JJ O
speculation O NN O
that O IN O
saddam B-Individual NN B-Artifact
hussein I-Individual NN I-Artifact
may O MD O
be O VB O
his B-Individual PRP$ O
two O CD O
sons B-Group NNS B-Artifact
were O VBD O
inside O IN O
of O IN O
that O DT O
building B-Building-Grounds NN B-Origin
when O WRB O
it B-Building-Grounds PRP B-Origin
was O VBD O
hit O VBN O
by O IN O
coalition B-Nation NN O
bombs B-Exploding NNS O
, O , O
or O CC O
may O MD O
have O VB O
left O VBN B-Transport-T
prior O RB O
to O TO O
the O DT O
bombing O NN O
taking O VBG O
place O NN O

Attack 21 22	Target 15 17	Time-Within 22 23	
7:00 O CD O
a.m. O RB O
, O , O
u.s. O JJ O
central B-Government JJ O
command I-Government NN O
says O VBZ O
the O DT O
coalition B-Nation NN O
may O MD O
never O RB O
know O VB O
if O IN O
iraqi B-Nation JJ O
president B-Individual NN O
saddam B-Individual NN B-Target
hussein I-Individual NN I-Target
survived O VBD O
a O DT O
u.s. O JJ O
air O NN O
strike O NN B-Attack-T
yesterday B-Time NN B-Time-Within

Attack 10 12	Target 8 9	Instrument 15 16	Time-Within 16 17	
brigadier O NN O
general B-Individual JJ O
vince B-Individual NN O
brooks I-Individual NNS O
confirmed O VBD O
a O DT O
usa-10 O JJ O
warthog O NN O
aircraft B-Air NN B-Target
was O VBD O
shot O VBN B-Attack-T
down O RB I-Attack-T
by O IN O
an O DT O
iraqi B-Nation JJ O
missile B-Projectile NN B-Instrument
today B-Time NN B-Time-Within

Attack 3 4	Instrument 2 3	Instrument 6 7	Target 9 10	
a O DT O
b-1 O NN O
bomber B-Air NN B-Instrument
dropped O VBD B-Attack-T
four O CD O
2,000-pound O JJ O
bombs B-Exploding NNS B-Instrument
on O IN O
a O DT O
building B-Building-Grounds NN B-Target
in O IN O
a O DT O
residential O JJ O
area B-Region-General NN O
of O IN O
baghdad B-Population-Center NN O
after O IN O
getting O VBG O
intelligence O NN O
reports O NNS O
senior O JJ O
officials B-Group NNS O
were O VBD O
meeting O VBG O
there B-Building-Grounds RB O
, O , O
possibly O RB O
including O VBG O
saddam B-Individual NN O
hussein I-Individual NN O
and O CC O
his B-Individual PRP$ O
sons B-Group NNS O

Attack 10 11	Place 5 6	Attacker 9 10	
a O DT O
u.s. O JJ O
tank B-Land NN O
shelled O VBD O
the O DT O
hotel B-Building-Grounds NN B-Place
in O IN O
response O NN O
to O TO O
sniper B-Individual NN B-Attacker
fire O NN B-Attack-T

Attack 4 5	
2:58 O CD O
, O , O
a.m. O RB O
, O , O
explosions O NNS B-Attack-T
reported O VBD O
around O IN O
the O DT O
palestine B-Building-Grounds JJ O
hotel I-Building-Grounds NN O
where B-Building-Grounds WRB O
international O JJ O
journalists B-Group NNS O
are O VBP O
staying O VBG O

Meet 23 24	Entity 21 22	Place 24 25	Entity 28 30	Entity 32 33	
a O DT O
b-1 O NN O
bomber B-Air NN O
dropped O VBD O
four O CD O
2,000-pound O JJ O
bombs B-Exploding NNS O
on O IN O
a O DT O
building B-Building-Grounds NN O
in O IN O
a O DT O
residential O JJ O
area B-Region-General NN O
of O IN O
baghdad B-Population-Center NN O
after O IN O
getting O VBG O
intelligence O NN O
reports O NNS O
senior O JJ O
officials B-Group NNS B-Entity
were O VBD O
meeting O VBG B-Meet-T
there B-Building-Grounds RB B-Place
, O , O
possibly O RB O
including O VBG O
saddam B-Individual NN B-Entity
hussein I-Individual NN I-Entity
and O CC O
his B-Individual PRP$ O
sons B-Group NNS B-Entity

Die 4 5	Victim 2 3	
three O CD O
reuters B-Media NNS O
journalist B-Group NN B-Victim
were O VBD O
killed O VBN B-Die-T

Attack 1 2	
the O DT O
blast O NN B-Attack-T
kills O VBZ O
two O CD O
cameramen B-Group NNS O
, O , O
one B-Individual CD O
from O IN O
spanish B-Nation NNP O
tv B-Media NN O
, O , O
another B-Individual DT O
from O IN O
reuters B-Media NNS O

Die 2 3	Victim 4 5	
the O DT O
blast O NN O
kills O VBZ B-Die-T
two O CD O
cameramen B-Group NNS B-Victim
, O , O
one B-Individual CD O
from O IN O
spanish B-Nation NNP O
tv B-Media NN O
, O , O
another B-Individual DT O
from O IN O
reuters B-Media NNS O

Attack 3 4	Instrument 2 3	Target 5 6	
a O DT O
u.s. O JJ O
tank B-Land NN B-Instrument
shelled O VBD B-Attack-T
the O DT O
hotel B-Building-Grounds NN B-Target
in O IN O
response O NN O
to O TO O
sniper B-Individual NN O
fire O NN O

Die 21 22	Time-Within 1 4	Agent 6 7	Victim 26 27	
in O IN O
october B-Time NNP B-Time-Within
of I-Time IN I-Time-Within
1985 I-Time CD I-Time-Within
, O , O
four O CD O
hijackers B-Group NNS B-Agent
under O IN O
his B-Individual PRP$ O
command O NN O
took O VBD O
over O RP O
the O DT O
italian B-Nation JJ O
cruise B-Water NN O
ship I-Water NN O
`` O `` O
achille B-Water NN O
lauro I-Water NN O
'' O '' O
and O CC O
killed O VBD B-Die-T
a O DT O
wheelchair- O JJ O
bound O VBN O
american B-Nation JJ O
tourist B-Individual NN B-Victim
, O , O
leo B-Individual NN O
klinghoffer I-Individual NN O

Transport 7 8	Artifact 3 4	Destination 9 10	
palestinian B-Special JJ O
sources B-Group NNS O
say O VBP O
he B-Individual PRP B-Artifact
had O VBD O
tried O VBN O
to O TO O
flee O VB B-Transport-T
into O IN O
syria B-Nation NN B-Destination
, O , O
but O CC O
was O VBD O
turned O VBN O
away O RB O
at O IN O
the O DT O
border B-Boundary NN O

Attack 13 14	
i B-Individual LS O
want O VBP O
to O TO O
thank O VB O
the O DT O
president B-Individual NN O
for O IN O
spain B-Nation NN O
's O POS O
diplomatic O JJ O
support O NN O
before O IN O
the O DT O
conflict O NN B-Attack-T

Attack 12 13	
and O CC O
for O IN O
the O DT O
use O NN O
of O IN O
spanish B-Nation NNP O
air O NN O
space B-Region-General NN O
and O CC O
bases B-Building-Grounds NNS O
as O IN O
the O DT O
war O NN B-Attack-T
grew O VBD O
closer O JJR O

Attack 25 26	
i B-Individual LS O
also O RB O
offer O VBP O
my B-Individual PRP$ O
condolences O NNS O
to O TO O
the O DT O
family B-Group NN O
and O CC O
friends B-Group NNS O
of O IN O
the O DT O
two O CD O
members B-Group NNS O
of O IN O
the O DT O
spanish B-Nation NNP O
media B-Media NNS O
who B-Group WP O
lost O VBD O
their B-Group PRP$ O
lives O NNS O
while O IN O
covering O VBG O
the O DT O
hostilities O NNS B-Attack-T

Attack 14 15	Attacker 4 5	Attacker 6 7	
across O IN O
the O DT O
globe B-Celestial NN O
, O , O
spain B-Nation NN B-Attacker
and O CC O
america B-Nation NN B-Attacker
will O MD O
continue O VB O
as O IN O
strong O JJ O
allys B-Nation NNS O
in O IN O
the O DT O
war O NN B-Attack-T
against O IN O
terror O NN O

Die 19 20	Victim 13 14	
i B-Individual LS O
also O RB O
offer O VBP O
my B-Individual PRP$ O
condolences O NNS O
to O TO O
the O DT O
family B-Group NN O
and O CC O
friends B-Group NNS O
of O IN O
the O DT O
two O CD O
members B-Group NNS B-Victim
of O IN O
the O DT O
spanish B-Nation NNP O
media B-Media NNS O
who B-Group WP O
lost O VBD B-Die-T
their B-Group PRP$ O
lives O NNS O
while O IN O
covering O VBG O
the O DT O
hostilities O NNS O

Transport 10 11	Artifact 8 10	Origin 18 19	
police B-Group NNS O
measure O VB O
the O DT O
spot O NN O
where O WRB O
ten B-Time CD O
months I-Time NNS O
old I-Time JJ O
miana B-Individual NN B-Artifact
williams I-Individual NNS I-Artifact
landed O VBD B-Transport-T
after O IN O
she B-Individual PRP O
was O VBD O
thrown O VBN O
from O IN O
a O DT O
seventh O JJ O
floor B-Subarea-Facility NN B-Origin
window O NN O
at O IN O
this O DT O
apartment B-Subarea-Facility NN O
building B-Building-Grounds NN O

Transport 4 5	Artifact 3 4	Destination 5 6	
still O RB O
bleeding O VBG O
, O , O
he B-Individual PRP B-Artifact
ran O VBD B-Transport-T
downstairs B-Subarea-Facility RB B-Destination
and O CC O
scooped O VBD O
up O RP O
the O DT O
baby B-Individual NN O
and O CC O
took O VBD O
the O DT O
baby B-Individual NN O
to O TO O
the O DT O
hospital B-Building-Grounds NN O

Phone-Write 8 9	Entity 4 5	Entity 10 11	
then O RB O
the O DT O
baby B-Individual NN O
's O POS O
mother B-Individual NN B-Entity
made O VBD O
a O DT O
frantic O JJ O
call O NN B-Phone-Write-T
to O TO O
police B-Government NNS B-Entity

Injure 1 2	Victim 3 4	
still O RB O
bleeding O VBG B-Injure-T
, O , O
he B-Individual PRP B-Victim
ran O VBD O
downstairs B-Subarea-Facility RB O
and O CC O
scooped O VBD O
up O RP O
the O DT O
baby B-Individual NN O
and O CC O
took O VBD O
the O DT O
baby B-Individual NN O
to O TO O
the O DT O
hospital B-Building-Grounds NN O

Die 26 27	Agent 6 7	Instrument 11 12	Victim 27 28	
then O RB O
police B-Group NNS O
say O VBP O
the O DT O
baby B-Individual NN O
's O POS O
mother B-Individual NN B-Agent
pulled O VBD O
out O RP O
a O DT O
kitchen O NN O
knife B-Sharp NN B-Instrument
opinion O NN O
on O IN O
the O DT O
911 O CD O
tape O NN O
you B-Indeterminate PRP O
can O MD O
hear O VB O
williams B-Individual NNS O
tape O NN O
say O VBP O
`` O `` O
go O VB O
ahead O RB O
kill O VB B-Die-T
me B-Individual PRP B-Victim

Attack 12 13	Attacker 1 2	Place 3 5	Target 14 15	
a O DT O
man B-Individual NN B-Attacker
in O IN O
new B-State-or-Province JJ B-Place
york I-State-or-Province NN I-Place
is O VBZ O
facing O VBG O
attempted B-Crime VBN O
murder I-Crime NN O
charges O NNS O
after O IN O
allegedly O RB O
throwing O VBG B-Attack-T
his B-Individual PRP$ O
baby B-Individual NN B-Target
seven O CD O
stories B-Subarea-Facility NNS O
to O TO O
the O DT O
ground O NN O
below O IN O

Attack 19 20	Attacker 9 10	Target 20 21	
while O IN O
she B-Individual PRP O
was O VBD O
on O IN O
the O DT O
phone O NN O
, O , O
police B-Group NNS O
say O VBP O
williams B-Individual NNS B-Attacker
picked O VBD O
up O RP O
the O DT O
child B-Individual NN O
again O RB O
and O CC O
this O DT O
time O NN O
, O , O
threw O VBD B-Attack-T
her B-Individual PRP B-Target
out O RP O
the O DT O
window O NN O

Transport 14 15	Agent 2 3	Vehicle 8 9	Artifact 15 16	Destination 19 20	
cops B-Group NNS O
say O VBP O
he B-Individual PRP B-Agent
allegedly O RB O
kidnapped O VBD O
her B-Individual PRP O
in O IN O
his B-Individual PRP$ O
car B-Land NN B-Vehicle
and O CC O
threatened O VBD O
her B-Individual PRP$ O
but O CC O
eventually O RB O
brought O VBD B-Transport-T
her B-Individual PRP$ B-Artifact
back O NN O
to O TO O
her B-Individual PRP$ O
home B-Building-Grounds NN B-Destination

Transport 12 13	Agent 3 4	Artifact 14 15	Destination 17 18	
still O RB O
bleeding O VBG O
, O , O
he B-Individual PRP B-Agent
ran O VBD O
downstairs B-Subarea-Facility RB O
and O CC O
scooped O VBD O
up O RP O
the O DT O
baby B-Individual NN O
and O CC O
took O VBD B-Transport-T
the O DT O
baby B-Individual NN B-Artifact
to O TO O
the O DT O
hospital B-Building-Grounds NN B-Destination

Transport 17 18	Destination 19 20	
the O DT O
top O JJ O
story O NN O
there B-Nation EX O
today B-Time NN O
, O , O
the O DT O
world B-Non-Governmental NN O
health I-Non-Governmental NN O
organization I-Non-Governmental NN O
announced O VBD O
it B-Non-Governmental PRP O
is O VBZ O
lifting O VBG O
its B-Non-Governmental PRP$ O
advisory O NN O
against O IN O
travel O NN B-Transport-T
to O TO O
toronto B-Population-Center NN B-Destination
because O IN O
of O IN O
fear O NN O
of O IN O
sars O NNS O

Transport 6 7	Destination 8 10	Destination 11 12	Destination 15 16	
the O DT O
who B-Non-Governmental WP O
says O VBZ O
sars O NNS O
advisories O NNS O
against O IN O
travel O NN B-Transport-T
to O TO O
hong B-Population-Center VB B-Destination
kong I-Population-Center NN I-Destination
, O , O
beijing B-Population-Center VBG B-Destination
and O CC O
the O DT O
chinese B-Nation JJ O
provences B-State-or-Province NNS B-Destination
will O MD O
remain O VB O
in O IN O
effect O NN O

Transport 17 18	Artifact 13 15	Destination 21 22	
we B-Group PRP O
anticipate O VBP O
in O IN O
a O DT O
matter O NN O
of O IN O
moments O NNS O
, O , O
the O DT O
secretary B-Individual NN O
of O IN O
defense B-Government NN O
, O , O
donald B-Individual NN B-Artifact
rumsfeld I-Individual NN I-Artifact
, O , O
to O TO O
arrive O VB B-Transport-T
inside O IN O
of O IN O
this O DT O
hangar B-Subarea-Facility NN B-Destination
and O CC O
we B-Group PRP O
'll O MD O
carry O VB O
his B-Individual PRP$ O
speech O NN O
live O VB O
when O WRB O
that O DT O
gets O VBZ O
underway O NN O

Die 6 7	Agent 0 1	Victim 8 9	Place 11 12	Time-Within 13 14	
banks B-Individual NNS B-Agent
was O VBD O
convicted O VBN O
of O IN O
shooting B-Crime NN O
and I-Crime CC O
killing I-Crime VBG B-Die-T
a I-Crime DT O
16-year-old B-Individual JJ B-Victim
at I-Crime IN O
a I-Crime DT O
park B-Building-Grounds NN B-Place
in I-Crime IN O
1980 B-Time CD B-Time-Within

Attack 4 5	Attacker 0 1	Target 8 9	Place 11 12	Time-Within 13 14	
banks B-Individual NNS B-Attacker
was O VBD O
convicted O VBN O
of O IN O
shooting B-Crime NN B-Attack-T
and I-Crime CC O
killing I-Crime VBG O
a I-Crime DT O
16-year-old B-Individual JJ B-Target
at I-Crime IN O
a I-Crime DT O
park B-Building-Grounds NN B-Place
in I-Crime IN O
1980 B-Time CD B-Time-Within

Attack 37 38	Attacker 36 37	Target 38 39	Place 50 51	
this B-Water DT O
was O VBD O
the O DT O
italian B-Nation JJ O
ship B-Water NN O
that B-Water WDT O
was O VBD O
taken O VBN O
-- O : O
that B-Water WDT O
was O VBD O
captured O VBN O
by O IN O
palestinian B-Special JJ O
terrorists B-Group NNS O
back O RB O
in O IN O
1985 B-Time CD O
and O CC O
some B-Group DT O
may O MD O
remember O VB O
the O DT O
story O NN O
of O IN O
leon B-Individual NN O
clinghover I-Individual NN O
, O , O
he B-Individual PRP O
was O VBD O
in O IN O
a O DT O
cheal O JJ O
chair O NN O
and O CC O
the O DT O
terrorists B-Group NNS B-Attacker
shot O VBD B-Attack-T
him B-Individual PRP B-Target
and O CC O
pushed O VBD O
him B-Individual PRP O
over O IN O
the O DT O
side O NN O
of O IN O
the O DT O
ship B-Water NN O
into O IN O
the O DT O
mediterranean B-Water-Body JJ B-Place
where B-Water-Body WRB O
he B-Individual PRP O
obviously O RB O
, O , O
died O VBD O

Die 43 44	Agent 39 40	Place 46 47	
this O DT O
man B-Individual NN O
, O , O
abu B-Individual NN O
abbas I-Individual NNS O
has O VBZ O
lived O VBN O
an O DT O
i O FW O
tin O NN O
rant O NN O
life O NN O
, O , O
he B-Individual PRP O
's O VBZ O
been O VBN O
in O IN O
tunas B-Population-Center NNS O
. O . O
he B-Individual PRP O
's O VBZ O
been O VBN O
in O IN O
libya B-Nation NN O
and O CC O
he B-Individual PRP O
's O VBZ O
been O VBN O
living O VBG O
under O IN O
the O DT O
protection O NN O
of O IN O
saddam B-Individual NN O
hussein I-Individual NN O
in O IN O
baghdad B-Population-Center NN O
, O , O
but O CC O
he B-Individual PRP B-Agent
is O VBZ O
wanted O VBN O
for O IN O
murder O NN B-Die-T
in O IN O
italy B-Nation RB O
italy B-Nation RB B-Place

Die 55 56	Time-Within 17 18	Agent 36 37	Place 50 51	Victim 52 53	
this B-Water DT O
was O VBD O
the O DT O
italian B-Nation JJ O
ship B-Water NN O
that B-Water WDT O
was O VBD O
taken O VBN O
-- O : O
that B-Water WDT O
was O VBD O
captured O VBN O
by O IN O
palestinian B-Special JJ O
terrorists B-Group NNS O
back O RB O
in O IN O
1985 B-Time CD B-Time-Within
and O CC O
some B-Group DT O
may O MD O
remember O VB O
the O DT O
story O NN O
of O IN O
leon B-Individual NN O
clinghover I-Individual NN O
, O , O
he B-Individual PRP O
was O VBD O
in O IN O
a O DT O
cheal O JJ O
chair O NN O
and O CC O
the O DT O
terrorists B-Group NNS B-Agent
shot O VBD O
him B-Individual PRP O
and O CC O
pushed O VBD O
him B-Individual PRP O
over O IN O
the O DT O
side O NN O
of O IN O
the O DT O
ship B-Water NN O
into O IN O
the O DT O
mediterranean B-Water-Body JJ B-Place
where B-Water-Body WRB O
he B-Individual PRP B-Victim
obviously O RB O
, O , O
died O VBD B-Die-T

Transfer-Ownership 11 12	Seller 3 4	Artifact 4 5	Buyer 14 15	Time-Within 17 18	
this B-Water DT O
was O VBD O
the O DT O
italian B-Nation JJ B-Seller
ship B-Water NN B-Artifact
that B-Water WDT O
was O VBD O
taken O VBN O
